Date,HINDUNILVRNS,UL,RYTO,^NSEBANK,HSBC
2018-02-08,1226.3248291015625,44.466041564941406,82.2964859008789,25920.650390625,40.531097412109375
2018-02-09,1229.55322265625,44.162574768066406,82.1637954711914,25463.650390625,40.961517333984375
2018-02-12,1240.06787109375,44.988677978515625,82.69452667236328,25701.599609375,40.95354080200195
2018-02-14,1244.6336669921875,44.92966842651367,83.34965515136719,25341.25,42.40421676635742
2018-02-15,1252.7042236328125,45.70746994018555,83.42427062988281,25424.349609375,42.84260559082031
2018-02-16,1247.1239013671875,45.52044677734375,83.32476806640625,25163.900390625,42.9063720703125
2018-02-19,1232.1817626953125,,,,
2018-02-20,1228.400390625,44.53438949584961,83.33306884765625,24874.400390625,41.46366882324219
2018-02-21,1227.29345703125,43.8968505859375,84.99986267089844,24936.69921875,41.59120178222656
2018-02-22,1223.465576171875,44.27936935424805,84.71794128417969,24955.19921875,41.51799392700195
2018-02-23,1220.421630859375,44.84890365600586,85.04964447021484,25302.5,41.672542572021484
2018-02-26,1229.7838134765625,45.732967376708984,84.9086685180664,25687.900390625,41.61560821533203
2018-02-27,1241.8203125,44.13486862182617,85.31501007080078,25383.599609375,40.802162170410156
2018-02-28,1215.4407958984375,43.862850189208984,83.83061981201172,25107.400390625,40.37104797363281
2018-03-01,1221.436279296875,43.5228157043457,83.39940643310547,24902.55078125,40.34663772583008
2018-03-05,1198.8385009765625,44.50038528442383,83.68135833740234,24818.69921875,40.11074447631836
2018-03-06,1192.796875,44.347381591796875,83.55696868896484,24448.44921875,40.16767883300781
2018-03-07,1193.396484375,44.840415954589844,83.39112854003906,24134.099609375,40.053802490234375
2018-03-08,1192.7509765625,45.6734619140625,84.18721008300781,24477.650390625,39.931785583496094
2018-03-09,1199.7608642578125,45.93697738647461,84.38623046875,24296.44921875,40.30596160888672
2018-03-12,1221.3902587890625,45.78396987915039,84.42770385742188,24664.19921875,40.17581558227539
2018-03-13,1218.0235595703125,45.07841491699219,84.42770385742188,24738.650390625,39.89111328125
2018-03-14,1214.6573486328125,45.341941833496094,84.20380401611328,24851.650390625,39.638946533203125
2018-03-15,1199.02294921875,44.40687942504883,84.7428207397461,24791.849609375,40.06193161010742
2018-03-16,1198.2850341796875,44.661895751953125,84.85063171386719,24489.55078125,40.338504791259766
2018-03-19,1207.7392578125,44.8064079284668,84.6184310913086,24245.099609375,40.20835494995117
2018-03-20,1211.2900390625,44.84890365600586,85.09940338134766,24168.19921875,40.21648025512695
2018-03-21,1213.4578857421875,44.568389892578125,84.80917358398438,24255.599609375,40.13513946533203
2018-03-22,1209.9989013671875,44.68740463256836,83.45745086669922,24141.5,39.06953048706055
2018-03-23,1200.591064453125,44.69589614868164,82.27159881591797,23670.400390625,38.4757194519043
2018-03-26,1221.4825439453125,45.0869255065918,82.81062316894531,24244.349609375,39.240360260009766
2018-03-27,1229.322265625,45.04442596435547,81.99793243408203,24434.150390625,38.72789001464844
2018-03-28,1229.829833984375,46.838035583496094,81.84038543701172,24263.349609375,38.825504302978516
2018-04-02,1246.3861083984375,46.50651168823242,81.87355041503906,24328.5,38.50825881958008
2018-04-03,1243.711181640625,47.008052825927734,81.43403625488281,24510.599609375,38.597740173339844
2018-04-04,1252.05859375,47.94310760498047,80.92817687988281,24129.5,38.719757080078125
2018-04-05,1274.8873291015625,47.99410629272461,81.55014038085938,24759.80078125,38.83364486694336
2018-04-06,1268.0616455078125,47.93461608886719,80.68769836425781,24873.150390625,38.369972229003906
2018-04-09,1283.55712890625,47.89210891723633,81.30135345458984,25093.80078125,38.825504302978516
2018-04-10,1283.46533203125,47.62858963012695,81.30963897705078,25226.80078125,39.25662612915039
2018-04-11,1299.7447509765625,47.50108337402344,80.47209167480469,25098.25,39.37051010131836
2018-04-12,1303.0650634765625,47.373573303222656,80.2398910522461,25195.099609375,39.939910888671875
2018-04-13,1301.0360107421875,47.654090881347656,79.65941619873047,25200.599609375,39.964324951171875
2018-04-16,1309.291015625,47.67959213256836,79.93306732177734,25320.849609375,39.64707946777344
2018-04-17,1333.3187255859375,47.76458740234375,79.79206848144531,25334.44921875,39.728424072265625
2018-04-18,1337.8843994140625,47.73910140991211,80.43890380859375,25102.30078125,39.5088005065918
2018-04-19,1341.296875,46.532020568847656,80.13209533691406,25126.150390625,40.19208526611328
2018-04-20,1353.8414306640625,46.021976470947266,80.6711196899414,24943.849609375,40.36290740966797
2018-04-23,1339.9598388671875,45.81797409057617,81.25159454345703,24960.650390625,40.63134002685547
2018-04-24,1346.3238525390625,46.48951721191406,80.8413314819336,25042.099609375,40.65574264526367
2018-04-25,1345.90869140625,46.50651168823242,80.8915786743164,24814.400390625,40.76961898803711
2018-04-26,1375.4705810546875,46.906036376953125,81.36881256103516,25010.900390625,40.63947677612305
2018-04-27,1359.513671875,47.492584228515625,82.18101501464844,25394.599609375,40.85910415649414
2018-04-30,1391.750244140625,47.57758712768555,81.75397491455078,25531.599609375,40.883506774902344
2018-05-02,1357.669189453125,45.70746994018555,81.8125991821289,25568.30078125,40.63947677612305
2018-05-03,1339.4525146484375,45.998226165771484,81.7707290649414,25605.25,40.541866302490234
2018-05-04,1350.5208740234375,46.349876403808594,81.91307067871094,25645.400390625,39.84230422973633
2018-05-07,1381.6043701171875,46.31557083129883,82.69175720214844,25852.05078125,39.68775177001953
2018-05-08,1379.89794921875,46.94169235229492,82.792236328125,26090.5,39.5576057434082
2018-05-09,1379.851806640625,47.63642883300781,83.42020416259766,26154.44921875,40.297828674316406
2018-05-10,1371.08935546875,47.928035736083984,83.69652557373047,26131.0,40.615074157714844
2018-05-11,1387.322998046875,47.96234130859375,84.04820251464844,26413.150390625,40.81843948364258
2018-05-14,1386.8157958984375,48.05669021606445,84.55892944335938,26475.150390625,40.85096740722656
2018-05-15,1397.8380126953125,47.53350067138672,84.60079956054688,26474.0,40.82656478881836
2018-05-16,1451.88818359375,47.28476333618164,84.8268814086914,26182.150390625,40.92417907714844
2018-05-17,1447.922119140625,47.40484619140625,84.60918426513672,26073.80078125,40.78450393676758
2018-05-18,1481.1270751953125,47.83368682861328,84.207275390625,25875.599609375,40.89952850341797
2018-05-21,1456.0849609375,48.065277099609375,,,
2018-05-22,1452.0728759765625,48.16819763183594,85.19527435302734,25777.69921875,41.499298095703125
2018-05-23,1446.3541259765625,48.01380920410156,84.66778564453125,25684.94921875,40.88309860229492
2018-05-24,1439.8973388671875,47.85942077636719,82.9931869506836,26016.80078125,40.52981185913086
2018-05-25,1453.41015625,47.730770111083984,82.5410385131836,26273.55078125,40.37371063232422
2018-05-28,1459.9588623046875,,,,
2018-05-29,1450.5970458984375,47.31050109863281,81.11763000488281,26254.80078125,39.56853103637695
2018-05-30,1462.6800537109375,48.08242416381836,81.04227447509766,26327.80078125,39.96289825439453
2018-05-31,1486.338134765625,47.41341781616211,82.055419921875,26956.19921875,39.74928283691406
2018-06-01,1465.492919921875,47.4906120300293,82.17261505126953,26692.80078125,40.06970977783203
2018-06-04,1441.834228515625,47.7136116027832,82.84246826171875,26257.55078125,40.32441329956055
2018-06-05,1441.465576171875,47.79939651489258,83.16064453125,26251.0,40.028629302978516
2018-06-06,1449.1671142578125,47.33623123168945,83.09367370605469,26367.599609375,40.54624557495117
2018-06-07,1478.590576171875,47.087501525878906,83.22762298583984,26517.80078125,40.52159118652344
2018-06-08,1471.718994140625,47.567806243896484,83.63792419433594,26451.349609375,40.570884704589844
2018-06-11,1477.0687255859375,47.7136116027832,83.67977905273438,26453.55078125,40.4969482421875
2018-06-12,1511.2420654296875,47.83368682861328,83.78024291992188,26607.099609375,40.4722900390625
2018-06-13,1495.3314208984375,47.37053680419922,83.66303253173828,26642.80078125,40.505157470703125
2018-06-14,1484.632080078125,45.998226165771484,83.60441589355469,26562.25,40.39012908935547
2018-06-15,1495.423828125,46.55572509765625,83.94771575927734,26417.400390625,39.85608673095703
2018-06-18,1483.6634521484375,45.97249221801758,84.09842681884766,26409.30078125,39.85608673095703
2018-06-19,1476.69970703125,45.89529800415039,83.70489501953125,26265.75,39.511016845703125
2018-06-20,1477.9908447265625,46.32415008544922,84.09842681884766,26557.69921875,39.64248275756836
2018-06-21,1480.825439453125,46.47853469848633,84.28263092041016,26496.94921875,38.96053695678711
2018-06-22,1494.4398193359375,47.20756912231445,84.8770980834961,26766.849609375,39.395992279052734
2018-06-25,1500.99169921875,47.036033630371094,83.56256103515625,26609.69921875,38.74692916870117
2018-06-26,1507.1251220703125,46.924537658691406,83.40348052978516,26601.69921875,39.026275634765625
2018-06-27,1495.5550537109375,46.752994537353516,82.91781616210938,26423.400390625,38.26218032836914
2018-06-28,1489.468017578125,46.82160949707031,82.74199676513672,26324.599609375,38.5661735534668
2018-06-29,1525.154052734375,47.41341781616211,82.88433837890625,26364.19921875,38.730491638183594
2018-07-02,1527.29150390625,46.77872848510742,,,
2018-07-03,1527.338134765625,47.51634216308594,83.3030014038086,26204.099609375,38.39362716674805
2018-07-04,1557.5408935546875,,,,
2018-07-05,1568.6925048828125,47.85085678100586,83.38672637939453,26503.30078125,38.70584487915039
2018-07-06,1559.6783447265625,47.773658752441406,83.89746856689453,26493.849609375,38.730491638183594
2018-07-09,1572.3170166015625,47.6793098449707,84.39148712158203,26753.30078125,39.3138313293457
2018-07-10,1567.763427734375,47.95376968383789,84.8268814086914,26894.55078125,38.98518753051758
2018-07-11,1596.7117919921875,47.17326736450195,84.21563720703125,26816.19921875,38.4265022277832
2018-07-12,1619.2012939453125,47.37911605834961,84.99433898925781,27026.55078125,39.06734848022461
2018-07-13,1619.47998046875,47.63642883300781,84.95246124267578,26935.94921875,38.97697830200195
2018-07-16,1627.47216796875,47.5506591796875,85.35436248779297,26679.80078125,39.026275634765625
2018-07-17,1562.838134765625,47.087501525878906,85.40460968017578,27008.099609375,38.64833450317383
2018-07-18,1527.570068359375,47.01030731201172,84.97756958007812,26880.900390625,38.96876525878906
2018-07-19,1531.0087890625,48.314002990722656,84.90223693847656,26789.650390625,38.730491638183594
2018-07-20,1538.8148193359375,48.96585464477539,84.9692153930664,26873.19921875,38.92768096923828
2018-07-23,1570.22607421875,48.271114349365234,85.2371597290039,27008.150390625,39.26453399658203
2018-07-24,1550.013427734375,48.33974075317383,85.42972564697266,26974.400390625,39.773929595947266
2018-07-25,1536.1199951171875,48.57989501953125,85.25225830078125,27031.30078125,39.84787368774414
2018-07-26,1551.9183349609375,48.09101104736328,85.42127227783203,27406.400390625,39.469940185546875
2018-07-27,1541.742431640625,48.44266128540039,85.42971801757812,27634.400390625,39.6096076965332
2018-07-30,1569.3431396484375,48.622772216796875,85.632568359375,27842.599609375,39.57673645019531
2018-07-31,1609.25732421875,48.89723587036133,85.81847381591797,27764.150390625,39.78214645385742
2018-08-01,1611.72021484375,48.89723587036133,86.03820037841797,27596.599609375,38.95232391357422
2018-08-02,1624.91650390625,49.01222610473633,85.75086212158203,27355.94921875,38.295047760009766
2018-08-03,1638.3917236328125,49.081390380859375,85.70860290527344,27695.5,38.77156448364258
2018-08-06,1608.0030517578125,49.07273864746094,,,
2018-08-07,1607.7708740234375,49.33211135864258,84.93958282470703,27875.900390625,38.401851654052734
2018-08-08,1632.955078125,49.314823150634766,85.48888397216797,28062.44921875,38.73870849609375
2018-08-09,1630.213623046875,49.15919876098633,86.10578918457031,28320.0,38.590816497802734
2018-08-10,1628.819580078125,48.10443115234375,85.60719299316406,28124.25,38.114288330078125
2018-08-13,1606.6552734375,48.32056427001953,85.65789794921875,27794.400390625,37.78565216064453
2018-08-14,1620.967041015625,48.4329719543457,86.28327178955078,28021.69921875,37.8102912902832
2018-08-16,1614.60107421875,48.44160461425781,86.1987533569336,27826.55078125,37.45162582397461
2018-08-17,1658.6044921875,48.718265533447266,86.87483215332031,28128.55078125,37.318702697753906
2018-08-20,1651.4022216796875,49.02950668334961,86.95932006835938,28274.25,37.42671203613281
2018-08-21,1628.6339111328125,49.19377899169922,86.69735717773438,28257.900390625,37.459938049316406
2018-08-23,1647.4991455078125,48.951698303222656,87.6185073852539,28027.900390625,36.953163146972656
2018-08-24,1655.072998046875,49.32346725463867,87.5846939086914,27834.69921875,36.98639678955078
2018-08-27,1665.620849609375,49.798973083496094,87.85511016845703,28264.19921875,37.659332275390625
2018-08-28,1646.0118408203125,49.81626892089844,87.72836303710938,28269.650390625,37.310401916503906
2018-08-29,1631.7469482421875,49.92001724243164,88.30301666259766,28224.099609375,37.459938049316406
2018-08-30,1647.54541015625,49.66929244995117,88.54808044433594,28103.25,36.83685302734375
2018-08-31,1654.282958984375,49.1678466796875,87.60159301757812,28061.75,36.56269836425781
2018-09-03,1579.008056640625,,,,
2018-09-04,1534.49365234375,48.277339935302734,87.69456481933594,27430.75,36.63747024536133
2018-09-05,1497.7855224609375,47.836421966552734,87.68610382080078,27376.05078125,36.37161636352539
2018-09-06,1494.9044189453125,47.21393585205078,87.93962097167969,27468.69921875,35.97283935546875
2018-09-07,1522.9237060546875,47.334964752197266,87.53398895263672,27481.44921875,35.574066162109375
2018-09-10,1496.4847412109375,48.04391098022461,87.59315490722656,27201.75,35.64883804321289
2018-09-11,1478.2230224609375,48.33785629272461,87.67765808105469,26807.5,35.56575393676758
2018-09-12,1511.8648681640625,48.68368911743164,87.19596862792969,26819.19921875,35.66545486450195
2018-09-14,1514.1416015625,48.2341194152832,87.10298919677734,27163.849609375,36.18053436279297
2018-09-17,1491.97705078125,48.35515213012695,87.48328399658203,26820.30078125,36.16392135620117
2018-09-18,1547.271728515625,48.216819763183594,87.8466796875,26441.44921875,35.964534759521484
2018-09-19,1530.6834716796875,47.153404235839844,87.88048553466797,26277.349609375,36.71223449707031
2018-09-21,1506.7071533203125,48.32056427001953,87.96497344970703,25596.900390625,37.318702697753906
2018-09-24,1478.0374755859375,47.594337463378906,88.17626190185547,24970.349609375,37.094398498535156
2018-09-25,1515.582275390625,47.41277313232422,88.25231170654297,25330.349609375,37.18578338623047
2018-09-26,1496.9027099609375,47.64620590209961,88.2100601196289,25376.30078125,37.302093505859375
2018-09-27,1505.591796875,47.78453826904297,88.35372161865234,25042.150390625,37.28547286987305
2018-09-28,1494.7191162109375,47.52517318725586,87.50019073486328,25119.849609375,36.546085357666016
2018-10-01,1526.222900390625,47.74995803833008,87.55089569091797,25367.0,36.64577865600586
2018-10-03,1504.43017578125,47.23122024536133,87.13680267333984,25069.900390625,36.68731689453125
2018-10-04,1462.7037353515625,46.081336975097656,87.36498260498047,24819.30078125,36.720542907714844
2018-10-05,1448.3924560546875,46.02947998046875,86.95086669921875,24443.44921875,36.404850006103516
2018-10-08,1449.1353759765625,46.055419921875,,,
2018-10-09,1405.550537109375,46.115928649902344,86.46073150634766,24527.650390625,36.138999938964844
2018-10-10,1419.67626953125,45.744163513183594,85.10015106201172,25321.69921875,35.864837646484375
2018-10-11,1418.2357177734375,44.81043243408203,83.40998077392578,24783.94921875,35.116783142089844
2018-10-12,1458.6611328125,45.000640869140625,83.47758483886719,25395.849609375,35.28488540649414
2018-10-15,1418.4217529296875,45.56260299682617,83.15644836425781,25388.05078125,35.09996795654297
2018-10-16,1436.914794921875,46.21102523803711,84.22126007080078,25589.650390625,35.07475662231445
2018-10-17,1451.5982666015625,45.93437194824219,84.49169158935547,25188.599609375,34.906654357910156
2018-10-19,1466.839111328125,46.70383071899414,83.66349792480469,25085.80078125,34.00729751586914
2018-10-22,1472.8798828125,46.45310592651367,83.03813171386719,25078.599609375,33.91484069824219
2018-10-23,1442.3516845703125,46.954559326171875,83.19026947021484,24972.44921875,33.11635208129883
2018-10-24,1473.85546875,46.513633728027344,80.74898529052734,25064.19921875,32.41872024536133
2018-10-25,1468.8084716796875,46.911319732666016,80.85997009277344,24817.44921875,32.89781188964844
2018-10-26,1456.3780517578125,46.150516510009766,80.65511322021484,24421.05078125,32.49436950683594
2018-10-29,1451.3778076171875,45.95166015625,80.25390625,24959.69921875,33.77195739746094
2018-10-30,1488.9029541015625,46.358001708984375,81.42333221435547,24807.75,34.18380355834961
2018-10-31,1515.6798095703125,45.804691314697266,81.875732421875,25153.25,34.53682327270508
2018-11-01,1502.5487060546875,46.66704177856445,81.82452392578125,25323.650390625,34.93186569213867
2018-11-02,1531.3348388671875,46.379295349121094,81.73062133789062,25701.650390625,35.2680778503418
2018-11-05,1532.8302001953125,46.64088439941406,81.6367416381836,25732.19921875,35.04953384399414
2018-11-06,1525.259765625,46.60601806640625,81.5513687133789,25598.0,35.12518310546875
2018-11-07,1536.3817138671875,47.1640625,81.88424682617188,25737.5,35.53703689575195
2018-11-09,1563.2523193359375,47.04198455810547,81.90133666992188,25771.0,34.65449142456055
2018-11-12,1546.1488037109375,46.51008987426758,81.37211608886719,25539.75,34.36031723022461
2018-11-13,1561.850341796875,47.10301971435547,81.73062133789062,25768.599609375,35.12518310546875
2018-11-14,1603.34765625,46.97223663330078,81.34651184082031,25930.150390625,35.108375549316406
2018-11-15,1594.5157470703125,47.347171783447266,81.64527130126953,26154.75,35.63790512084961
2018-11-16,1578.673583984375,47.76571273803711,81.40625762939453,26245.55078125,35.503414154052734
2018-11-19,1590.16943359375,47.669795989990234,80.93679809570312,26300.69921875,35.22604751586914
2018-11-20,1583.2532958984375,47.443084716796875,79.91251373291016,26113.349609375,34.50320053100586
2018-11-21,1579.468017578125,47.45180130004883,81.84156799316406,26262.05078125,35.19242858886719
2018-11-22,1565.5888671875,,,,
2018-11-26,1629.9847412109375,47.09430694580078,80.98800659179688,26365.599609375,36.285099029541016
2018-11-27,1619.984130859375,47.61747360229492,81.50868225097656,26443.099609375,36.01613235473633
2018-11-28,1618.9560546875,47.8529052734375,83.7365493774414,26457.94921875,36.3691520690918
2018-11-29,1652.8829345703125,47.53900909423828,83.49754333496094,26939.599609375,35.98250961303711
2018-11-30,1639.3306884765625,47.33845520019531,83.1561050415039,26862.94921875,35.755577087402344
2018-12-03,1706.2498779296875,47.3646125793457,83.18170166015625,26857.55078125,36.537254333496094
2018-12-04,1689.4735107421875,47.198936462402344,82.55005645751953,26693.80078125,35.763980865478516
2018-12-05,1727.27880859375,,,,
2018-12-06,1683.725341796875,46.97223663330078,81.70500946044922,26198.30078125,34.46958541870117
2018-12-07,1705.034912109375,47.12046432495117,80.7148666381836,26594.30078125,34.33509826660156
2018-12-10,1678.3983154296875,46.728084564208984,80.31367492675781,26102.650390625,33.96527099609375
2018-12-11,1677.5567626953125,47.21637725830078,79.69056701660156,26163.400390625,33.83919143676758
2018-12-12,1718.8671875,47.5913200378418,80.59535217285156,26643.849609375,34.75535583496094
2018-12-13,1734.2418212890625,47.7133903503418,80.41609954833984,26816.349609375,34.73014831542969
2018-12-14,1738.9149169921875,47.08558654785156,80.51000213623047,26826.0,34.37712860107422
2018-12-17,1729.708740234375,46.10898971557617,79.81005096435547,27015.80078125,34.20902633666992
2018-12-18,1720.4093017578125,46.10898971557617,80.06614685058594,27174.69921875,34.284671783447266
2018-12-19,1724.1947021484375,45.969486236572266,79.11012268066406,27298.400390625,33.906436920166016
2018-12-20,1714.3345947265625,46.03923416137695,78.70893859863281,27275.099609375,34.44436264038086
2018-12-21,1685.594482421875,45.568382263183594,77.63343811035156,26869.650390625,34.09135437011719
2018-12-24,1667.97705078125,44.44356155395508,77.00176239013672,26714.75,33.93165588378906
2018-12-26,1674.4727783203125,45.45503234863281,,,
2018-12-27,1696.24951171875,45.48118209838867,79.1357192993164,26878.55078125,34.20902633666992
2018-12-28,1702.9320068359375,45.3591194152832,79.46861267089844,27125.25,34.52001190185547
2018-12-31,1700.688720703125,45.55967330932617,79.75885772705078,27160.19921875,34.55363464355469
2019-01-01,1683.3516845703125,,,,
2019-01-02,1667.9305419921875,45.437583923339844,79.91251373291016,27174.69921875,34.36031723022461
2019-01-03,1671.4818115234375,45.22832107543945,79.01622772216797,26959.849609375,33.98208236694336
2019-01-04,1665.2198486328125,45.969486236572266,80.3563461303711,27195.0,34.97389602661133
2019-01-07,1668.2572021484375,45.629425048828125,80.16002655029297,27304.55078125,34.50320053100586
2019-01-08,1655.0792236328125,45.63813781738281,80.0149154663086,27509.5,34.59566116333008
2019-01-09,1668.30419921875,45.25447463989258,81.72208404541016,27720.400390625,34.83100509643555
2019-01-10,1669.4256591796875,45.47246551513672,82.47325134277344,27528.55078125,34.906654357910156
2019-01-11,1653.72412109375,45.69045639038086,82.4561767578125,27453.900390625,34.81419372558594
2019-01-14,1648.5836181640625,45.123687744140625,82.70369720458984,27248.25,34.44436264038086
2019-01-15,1672.8370361328125,45.55094909667969,83.0280532836914,27400.75,34.646095275878906
2019-01-16,1656.668212890625,44.992897033691406,83.51460266113281,27483.69921875,34.91505813598633
2019-01-17,1636.994140625,45.39399719238281,84.00968933105469,27528.75,34.87302780151367
2019-01-18,1630.0780029296875,45.629425048828125,84.19745635986328,27456.69921875,35.23445129394531
2019-01-21,1632.6949462890625,,,,
2019-01-22,1635.7791748046875,45.50733947753906,85.35836029052734,27482.25,34.780574798583984
2019-01-23,1651.667724609375,46.074119567871094,85.03939819335938,27250.75,34.99910354614258
2019-01-24,1644.471435546875,45.55967330932617,85.33248138427734,27266.400390625,34.8057861328125
2019-01-25,1641.94775390625,45.50733947753906,85.39283752441406,27115.30078125,35.18402099609375
2019-01-28,1629.0499267578125,45.39399719238281,85.67729949951172,26653.05078125,34.98229217529297
2019-01-29,1641.8541259765625,46.161312103271484,85.9531478881836,26573.400390625,35.36893844604492
2019-01-30,1620.0306396484375,46.2136344909668,86.22900390625,26825.5,35.705142974853516
2019-01-31,1647.9761962890625,45.86484909057617,86.22037506103516,27295.44921875,35.41095733642578
2019-02-01,1681.6693115234375,46.379295349121094,86.2979736328125,27085.94921875,35.057945251464844
2019-02-04,1684.75341796875,46.85016632080078,86.66867065429688,27186.599609375,35.2764778137207
2019-02-05,1702.37109375,47.74827194213867,87.23757934570312,27271.69921875,35.58747100830078
2019-02-06,1710.3154296875,47.13790512084961,87.40135955810547,27402.349609375,35.3857421875
2019-02-07,1718.820556640625,47.347171783447266,87.40998840332031,27387.150390625,35.1504020690918
2019-02-08,1698.4925537109375,47.382049560546875,86.98758697509766,27294.400390625,35.09156799316406
2019-02-11,1686.8096923828125,47.08558654785156,86.59105682373047,27227.80078125,35.0327262878418
2019-02-12,1677.18310546875,47.8529052734375,86.84967041015625,27010.75,35.3857421875
2019-02-14,1668.350830078125,47.89060592651367,86.78070068359375,26970.599609375,35.6126823425293
2019-02-15,1656.901611328125,47.934566497802734,87.41861724853516,26794.25,35.9741096496582
2019-02-18,1637.367919921875,,,,
2019-02-19,1624.330078125,48.32133865356445,87.74618530273438,26684.849609375,34.89824676513672
2019-02-20,1620.1710205078125,48.6729621887207,88.59957885742188,26955.5,35.41095733642578
2019-02-21,1639.9849853515625,48.796024322509766,88.15995788574219,27052.400390625,35.17822265625
2019-02-22,1652.929443359375,48.30376434326172,87.70307159423828,26867.55078125,35.09202194213867
2019-02-25,1654.425048828125,47.82028579711914,88.28926086425781,27159.25,34.988582611083984
2019-02-26,1656.3875732421875,48.119163513183594,88.47891235351562,26952.94921875,35.1351203918457
2019-02-27,1622.974853515625,46.73905563354492,89.0478515625,26799.30078125,35.454063415527344
2019-02-28,1619.376708984375,46.79179382324219,88.65994262695312,26789.900390625,35.19546127319336
2019-03-01,1621.2457275390625,46.31711196899414,89.18576049804688,27043.900390625,35.005821228027344
2019-03-05,1611.852783203125,47.231327056884766,89.42715454101562,27554.05078125,35.34199905395508
2019-03-06,1588.6741943359375,46.99397659301758,89.37541961669922,27625.650390625,35.316139221191406
2019-03-07,1593.9080810546875,47.442291259765625,88.98751068115234,27764.599609375,35.229942321777344
2019-03-08,1590.356201171875,48.07520294189453,88.67717742919922,27761.80078125,35.229942321777344
2019-03-11,1602.833740234375,47.741172790527344,88.77200317382812,27966.650390625,35.35062026977539
2019-03-12,1621.385986328125,47.793914794921875,88.48753356933594,28443.69921875,35.402339935302734
2019-03-13,1633.34912109375,48.29496765136719,88.58233642578125,28884.30078125,35.445438385009766
2019-03-14,1623.72265625,49.14765167236328,88.47891235351562,28923.099609375,35.46268081665039
2019-03-15,1587.3656005859375,49.93879318237305,89.25472259521484,29381.44921875,35.69541931152344
2019-03-18,1586.5711669921875,49.84209442138672,89.79780578613281,29596.099609375,35.79886245727539
2019-03-19,1588.533935546875,49.87725830078125,89.30645751953125,29767.849609375,35.669559478759766
2019-03-20,1577.22509765625,50.2200927734375,88.7116470336914,29832.19921875,35.52301788330078
2019-03-22,1568.3463134765625,50.1585578918457,88.03926849365234,29582.5,34.842037200927734
2019-03-25,1564.420654296875,50.35194778442383,87.95308685302734,29281.19921875,34.85066223144531
2019-03-26,1573.719970703125,50.835426330566406,88.56510925292969,29882.150390625,34.97996139526367
