Date,Open,High,Low,Close,Adj Close,Volume
07/01/2019,4078.584961,4109.020996,3544.927246,3552.953125,3552.953125,37523454177
14/01/2019,3557.311035,3758.533447,3552.285156,3601.013672,3601.013672,38588596987
21/01/2019,3600.372803,3654.933105,3539.721436,3583.96582,3583.96582,36949379050
28/01/2019,3584.283203,3586.750977,3400.819824,3464.013428,3464.013428,40130888766
04/02/2019,3467.21167,3695.614014,3391.023682,3690.188232,3690.188232,41224140801
11/02/2019,3695.613037,3695.613037,3607.697754,3673.836182,3673.836182,44533597993
18/02/2019,3671.369873,4210.641602,3669.982422,3810.42749,3810.42749,63853356366
25/02/2019,3807.002441,3913.707275,3787.058838,3847.175781,3847.175781,56444684748
04/03/2019,3845.091553,3987.237793,3733.749756,3951.599854,3951.599854,69110769320
11/03/2019,3953.740234,4077.036377,3863.559082,4025.229004,4025.229004,67357766371
18/03/2019,4029.968506,4097.359863,4005.151367,4022.168213,4022.168213,67975640775
25/03/2019,4024.112793,4296.806641,3934.03125,4105.404297,4105.404297,71015021591
01/04/2019,4105.362305,5307.003418,4096.901367,5198.896973,5198.896973,1.23047E+11
08/04/2019,5199.835449,5421.651367,4955.852539,5167.722168,5167.722168,98826873355
15/04/2019,5167.321777,5359.924805,5024.069336,5314.53125,5314.53125,90285516253
22/04/2019,5312.494629,5642.044434,5177.368652,5285.13916,5285.13916,1.05591E+11
29/04/2019,5284.858398,5886.893555,5216.487793,5795.708496,5795.708496,1.07036E+11
06/05/2019,5791.693359,7503.87207,5653.6875,6972.371582,6972.371582,1.4193E+11
13/05/2019,6971.178223,8320.824219,6898.282227,8197.689453,8197.689453,1.99544E+11
20/05/2019,8196.923828,8687.520508,7533.196777,8673.21582,8673.21582,1.73001E+11
27/05/2019,8674.072266,9008.314453,8172.550781,8742.958008,8742.958008,1.73016E+11
03/06/2019,8741.74707,8743.5,7564.48877,7688.077148,7688.077148,1.40125E+11
10/06/2019,7692.284668,9335.867188,7586.730957,8994.488281,8994.488281,1.35051E+11
17/06/2019,8988.923828,11246.14453,8988.923828,10855.37109,10855.37109,1.36422E+11
24/06/2019,10853.74414,13796.48926,10491.85254,10817.15527,10817.15527,2.21503E+11
01/07/2019,10796.93066,12006.0752,9737.884766,11450.84668,11450.84668,1.81411E+11
08/07/2019,11446.59668,13129.5293,10234.57617,10256.05859,10256.05859,1.80937E+11
15/07/2019,10257.83887,11052.7666,9163.134766,10599.10547,10599.10547,1.57357E+11
22/07/2019,10596.94824,10651.79102,9252.296875,9552.860352,9552.860352,1.12459E+11
29/07/2019,9548.178711,11009.20703,9437.335938,10970.18457,10970.18457,1.10791E+11
05/08/2019,10960.73535,12273.82129,10960.73535,11523.5791,11523.5791,1.41427E+11
12/08/2019,11528.18945,11528.18945,9675.316406,10345.81055,10345.81055,1.20225E+11
19/08/2019,10350.2832,10947.04199,9831.462891,10138.51758,10138.51758,1.12894E+11
26/08/2019,10126.29981,10512.32813,9421.629883,9757.970703,9757.970703,1.04346E+11
02/09/2019,9757.473633,10898.76172,9730.650391,10441.27637,10441.27637,1.16441E+11
09/09/2019,10443.22852,10450.31152,9980.776367,10347.71289,10347.71289,1.02876E+11
16/09/2019,10347.22266,10386.86719,9851.692383,10070.39258,10070.39258,1.07931E+11
23/09/2019,10067.96289,10074.23828,7895.629395,8104.185547,8104.185547,1.24735E+11
30/09/2019,8104.226563,8497.692383,7830.758789,7988.155762,7988.155762,97716137179
07/10/2019,7989.120605,8721.780273,7905.766113,8321.005859,8321.005859,1.18551E+11
14/10/2019,8320.832031,8410.714844,7902.164063,8222.078125,8222.078125,1.0571E+11
21/10/2019,8225.115234,10021.74414,7446.98877,9551.714844,9551.714844,1.76678E+11
28/10/2019,9565.101563,9805.118164,9028.717773,9235.354492,9235.354492,1.80365E+11
04/11/2019,9235.607422,9505.051758,8775.53418,9055.526367,9055.526367,1.60703E+11
11/11/2019,9056.917969,9081.279297,8473.973633,8577.975586,8577.975586,1.34167E+11
18/11/2019,8573.980469,8653.280273,6936.706543,7047.916992,7047.916992,1.71626E+11
25/11/2019,7039.977051,7836.102051,6617.166992,7424.29248,7424.29248,1.62445E+11
02/12/2019,7424.036133,7743.431641,7170.922852,7564.345215,7564.345215,1.21328E+11
09/12/2019,7561.79541,7618.091797,6924.375977,7152.301758,7152.301758,1.22543E+11
16/12/2019,7153.663086,7518.033203,6540.049316,7511.588867,7511.588867,1.65399E+11
23/12/2019,7508.902344,7656.17627,7189.934082,7422.652832,7422.652832,1.61758E+11
30/12/2019,7420.272949,7544.49707,6914.996094,7411.317383,7411.317383,1.49691E+11
06/01/2020,7410.452148,8396.738281,7409.292969,8192.494141,8192.494141,1.84901E+11
13/01/2020,8189.771973,9164.362305,8079.700684,8706.245117,8706.245117,2.41669E+11
20/01/2020,8704.631836,8792.994141,8266.84082,8596.830078,8596.830078,1.65114E+11
27/01/2020,8597.308594,9553.125977,8597.308594,9344.365234,9344.365234,2.12298E+11
03/02/2020,9344.683594,10129.43555,9112.811523,10116.67383,10116.67383,2.39181E+11
10/02/2020,10115.55957,10457.62695,9722.386719,9934.433594,9934.433594,3.00413E+11
17/02/2020,9936.560547,10191.67578,9507.637695,9924.515625,9924.515625,3.0314E+11
24/02/2020,9921.583008,9951.746094,8471.212891,8562.454102,8562.454102,2.99233E+11
02/03/2020,8563.264648,9167.695313,8105.25293,8108.116211,8108.116211,2.76706E+11
09/03/2020,8111.146484,8177.793457,4106.980957,5392.314941,5392.314941,3.26123E+11
16/03/2020,5385.229492,6844.261719,4575.35791,5830.254883,5830.254883,3.09907E+11
23/03/2020,5831.374512,6892.51123,5785.004395,5922.042969,5922.042969,2.72468E+11
30/03/2020,5925.538574,7088.247559,5903.234375,6791.129395,6791.129395,2.59568E+11
06/04/2020,6788.049805,7427.939453,6782.889648,6971.091797,6971.091797,2.74123E+11
13/04/2020,6965.616699,7280.521973,6555.504395,7189.424805,7189.424805,2.48073E+11
20/04/2020,7186.873535,7700.594238,6834.442383,7679.867188,7679.867188,2.47735E+11
27/04/2020,7679.418945,9440.650391,7679.418945,8897.46875,8897.46875,3.2782E+11
04/05/2020,8895.745117,9996.743164,8395.107422,8756.430664,8756.430664,3.61024E+11
11/05/2020,8755.535156,9823.001953,8374.323242,9670.739258,9670.739258,3.25655E+11
18/05/2020,9675.695313,9906.030273,8787.250977,8790.368164,8790.368164,2.47011E+11
25/05/2020,8786.107422,9704.030273,8719.667969,9461.058594,9461.058594,2.21373E+11
01/06/2020,9463.605469,10199.56543,9450.899414,9758.852539,9758.852539,1.94229E+11
08/06/2020,9760.063477,9938.297852,9263.069336,9386.788086,9386.788086,1.60325E+11
15/06/2020,9386.035156,9579.430664,8990.175781,9303.629883,9303.629883,1.383E+11
22/06/2020,9300.915039,9680.367188,8975.525391,9143.582031,9143.582031,1.25864E+11
29/06/2020,9140.029297,9309.754883,8977.015625,9073.942383,9073.942383,1.0278E+11
06/07/2020,9072.849609,9450.335938,9058.664063,9276.5,9276.5,1.13994E+11
13/07/2020,9277.205078,9306.405273,9088.947266,9185.817383,9185.817383,1.063E+11
20/07/2020,9187.220703,10023.80762,9137.509766,9905.166992,9905.166992,1.20175E+11
27/07/2020,9905.217773,12034.14453,9903.969727,11053.61426,11053.61426,1.88247E+11
03/08/2020,11043.76856,11902.33594,11012.41504,11675.73926,11675.73926,1.47528E+11
10/08/2020,11662.25684,12150.99414,11195.70898,11892.80371,11892.80371,1.73917E+11
17/08/2020,11895.6582,12359.05664,11448.80566,11664.84766,11664.84766,1.61418E+11
24/08/2020,11663.68945,11807.63184,11185.94141,11711.50586,11711.50586,1.49743E+11
31/08/2020,11713.30664,12067.08106,9946.675781,10280.35156,10280.35156,2.21515E+11
07/09/2020,10280.99805,10578.83789,9916.493164,10323.75586,10323.75586,2.64127E+11
14/09/2020,10328.73438,11134.09277,10266.00879,10938.27148,10938.27148,2.1069E+11
21/09/2020,10934.92578,10988.30469,10197.86523,10775.26953,10775.26953,2.63387E+11
28/09/2020,10776.61328,10945.34766,10416.68945,10669.58301,10669.58301,3.43113E+11
05/10/2020,10676.5293,11442.21094,10528.89063,11384.18164,11384.18164,2.56921E+11
12/10/2020,11392.63574,11698.46777,11223.0127,11483.35938,11483.35938,1.62045E+11
19/10/2020,11495.03809,13329.18359,11408.29004,13031.17383,13031.17383,2.10845E+11
26/10/2020,13031.20117,14028.21387,12822.38281,13737.10938,13737.10938,2.4092E+11
02/11/2020,13737.03223,15903.4375,13243.16016,15479.56738,15479.56738,2.38109E+11
09/11/2020,15479.5957,16463.17773,14865.5293,15955.58789,15955.58789,2.06407E+11
16/11/2020,15955.57715,18936.62109,15880.70606,18370.00195,18370.00195,2.74507E+11
23/11/2020,18370.01758,19390.96484,16351.03516,18177.48438,18177.48438,3.01939E+11
30/11/2020,18178.32227,19845.97461,18178.32227,19345.12109,19345.12109,2.53089E+11
07/12/2020,19343.12891,19411.82813,17619.5332,19142.38281,19142.38281,1.93679E+11
14/12/2020,19144.49219,24209.66016,19012.70898,23477.29492,23477.29492,2.81723E+11
21/12/2020,23474.45508,28288.83984,22159.36719,26272.29492,26272.29492,3.39132E+11
28/12/2020,26280.82227,34608.55859,25987.29883,32782.02344,32782.02344,3.79626E+11
04/01/2021,32810.94922,41946.73828,28722.75586,38356.44141,38356.44141,5.38835E+11
11/01/2021,38346.53125,39966.40625,30549.59961,35791.27734,35791.27734,5.08901E+11
18/01/2021,35792.23828,37755.89063,28953.37305,32289.37891,32289.37891,4.23439E+11
25/01/2021,32285.79883,38406.26172,29367.13867,33114.35938,33114.35938,4.95037E+11
01/02/2021,33114.57813,40846.54688,32384.22852,38903.44141,38903.44141,4.49919E+11
08/02/2021,38886.82813,49487.64063,38076.32422,48717.28906,48717.28906,5.80021E+11
15/02/2021,48696.53516,58330.57031,46347.47656,57539.94531,57539.94531,4.70533E+11
22/02/2021,57532.73828,57533.39063,43241.61719,45137.76953,45137.76953,7.6668E+11
01/03/2021,45159.50391,52535.13672,45115.09375,51206.69141,51206.69141,3.33114E+11
08/03/2021,51174.11719,61683.86328,49506.05469,59302.31641,59302.31641,3.73839E+11
15/03/2021,59267.42969,60540.99219,53555.02734,57523.42188,57523.42188,3.93543E+11
22/03/2021,57517.89063,58471.48047,50856.57031,55950.74609,55950.74609,4.03129E+11
29/03/2021,55947.89844,60267.1875,55139.33984,58758.55469,58758.55469,4.08349E+11
05/04/2021,58760.875,61276.66406,55604.02344,60204.96484,60204.96484,4.06637E+11
12/04/2021,60175.94531,64863.09766,52829.53516,56216.18359,56216.18359,5.08119E+11
19/04/2021,56191.58594,57520.05469,47159.48438,49004.25391,49004.25391,4.4472E+11
26/04/2021,49077.79297,58448.33984,48852.79688,56631.07813,56631.07813,3.35232E+11
03/05/2021,56620.27344,59464.61328,52969.05469,58232.31641,58232.31641,4.58766E+11
10/05/2021,58250.87109,59519.35547,43963.35156,46456.05859,46456.05859,4.83968E+11
17/05/2021,46415.89844,46623.55859,30681.49609,34770.58203,34770.58203,5.63629E+11
24/05/2021,34700.36328,40782.07813,33520.73828,35678.12891,35678.12891,3.50206E+11
31/05/2021,35658.59375,39478.95313,34241.94531,35862.37891,35862.37891,2.48885E+11
07/06/2021,35835.26563,39322.78125,31114.44336,39097.85938,39097.85938,2.98428E+11
14/06/2021,39016.96875,41295.26953,33432.07422,35698.29688,35698.29688,2.6995E+11
21/06/2021,35641.14453,35721.64063,28893.62109,34649.64453,34649.64453,3.05542E+11
28/06/2021,34679.12109,36542.10938,32770.67969,35287.78125,35287.78125,2.31729E+11
05/07/2021,35284.34375,35284.34375,32133.18359,34240.1875,34240.1875,1.78446E+11
12/07/2021,34254.01563,34592.15625,31100.67383,31796.81055,31796.81055,1.47502E+11
19/07/2021,31800.01172,35364.92578,29360.95508,35350.1875,35350.1875,1.56415E+11
26/07/2021,35384.03125,42541.67969,35287.3125,39974.89453,39974.89453,2.37553E+11
02/08/2021,39907.26172,45282.35156,37458.00391,43798.11719,43798.11719,2.26903E+11
09/08/2021,43791.92578,48098.68359,42848.6875,47047.00391,47047.00391,2.34268E+11
16/08/2021,47019.96094,49717.01953,43998.31641,49321.65234,49321.65234,2.3629E+11
23/08/2021,49291.67578,50482.07813,46394.28125,48829.83203,48829.83203,2.23948E+11
30/08/2021,48834.85156,51868.67969,46562.4375,51753.41016,51753.41016,2.56225E+11
06/09/2021,51769.00391,52853.76563,43285.20703,46063.26953,46063.26953,2.93311E+11
13/09/2021,46057.21484,48791.78125,43591.32031,47260.21875,47260.21875,2.26142E+11
20/09/2021,47261.40625,47328.19922,39787.60938,43208.53906,43208.53906,2.701E+11
27/09/2021,43234.18359,49130.69141,40829.66797,48199.95313,48199.95313,2.23042E+11
04/10/2021,48208.90625,56401.30469,47045.00391,54771.57813,54771.57813,2.6192E+11
11/10/2021,54734.125,62757.12891,54370.97266,61553.61719,61553.61719,2.77085E+11
18/10/2021,61548.80469,66930.39063,59643.34375,60930.83594,60930.83594,2.57857E+11
25/10/2021,60893.92578,63729.32422,58206.91797,61318.95703,61318.95703,2.56114E+11
01/11/2021,61320.44922,64242.79297,59695.18359,63326.98828,63326.98828,2.27065E+11
08/11/2021,63344.06641,68789.625,62333.91406,65466.83984,65466.83984,2.59776E+11
15/11/2021,65521.28906,66281.57031,55705.17969,58730.47656,58730.47656,2.5342E+11
22/11/2021,58706.84766,59367.96875,53569.76563,57248.45703,57248.45703,2.4393E+11
29/11/2021,57291.90625,59113.40234,42874.61719,49368.84766,49368.84766,2.76691E+11
06/12/2021,49413.48047,51934.78125,46942.34766,50098.33594,50098.33594,2.08148E+11
13/12/2021,50114.74219,50205,45598.44141,46707.01563,46707.01563,2.1477E+11
20/12/2021,46707.0625,51814.02734,45579.80859,50809.51563,50809.51563,1.75052E+11
27/12/2021,50802.60938,51956.32813,45819.95313,47345.21875,47345.21875,2.03999E+11
03/01/2022,47343.54297,47510.72656,40672.27734,41911.60156,41911.60156,2.76183E+11
10/01/2022,41910.23047,44278.42188,39796.57031,43113.87891,43113.87891,1.99474E+11
17/01/2022,43118.12109,43413.02344,34349.25,36276.80469,36276.80469,1.96326E+11
24/01/2022,36275.73438,38825.41016,33184.05859,37917.60156,37917.60156,1.78727E+11
31/01/2022,37920.28125,42500.78516,36375.53906,42412.43359,42412.43359,1.43977E+11
07/02/2022,42406.78125,45661.17188,41748.15625,42197.51563,42197.51563,1.76958E+11
14/02/2022,42157.39844,44667.21875,38112.8125,38431.37891,38431.37891,1.44976E+11
21/02/2022,38423.21094,40005.34766,34459.21875,37709.78516,37709.78516,1.9047E+11
28/02/2022,37706,45077.57813,37518.21484,38419.98438,38419.98438,1.87557E+11
07/03/2022,38429.30469,42465.67188,37260.20313,37849.66406,37849.66406,1.75967E+11
14/03/2022,37846.31641,42316.55469,37680.73438,41247.82422,41247.82422,1.84097E+11
21/03/2022,41246.13281,46827.54688,40668.04297,46820.49219,46820.49219,1.88592E+11
28/03/2022,46821.85156,48086.83594,44403.14063,46453.56641,46453.56641,2.23334E+11
04/04/2022,46445.27344,47106.14063,42021.20703,42207.67188,42207.67188,1.88557E+11
11/04/2022,42201.03906,42424.58984,39373.05859,39716.95313,39716.95313,1.74652E+11
18/04/2022,39721.20313,42893.58203,38696.19141,39469.29297,39469.29297,1.84315E+11
25/04/2022,39472.60547,40713.89063,37585.78906,38469.09375,38469.09375,2.16681E+11
02/05/2022,38472.1875,39902.94922,33878.96484,34059.26563,34059.26563,2.39045E+11
09/05/2022,34060.01563,34222.07422,26350.49023,31305.11328,31305.11328,3.57801E+11
16/05/2022,31304.375,31305.3418,28708.95508,30323.72266,30323.72266,1.9643E+11
23/05/2022,30309.39648,30590.58594,28261.90625,29445.95703,29445.95703,2.12595E+11
30/05/2022,29443.36523,32249.86328,29303.57227,29906.66211,29906.66211,2.03064E+11
06/06/2022,29910.2832,31693.29102,26762.64844,26762.64844,26762.64844,2.1593E+11
13/06/2022,26737.57813,26795.58984,17708.62305,20553.27148,20553.27148,3.09686E+11
20/06/2022,20553.37109,21783.72461,19689.16992,21027.29492,21027.29492,1.75909E+11
27/06/2022,21028.23828,21478.08984,18729.65625,19297.07617,19297.07617,1.57426E+11
04/07/2022,19297.31445,22314.94141,19063.06641,20860.44922,20860.44922,2.06954E+11
11/07/2022,20856.35352,21600.64063,18999.95313,20779.34375,20779.34375,1.87298E+11
18/07/2022,20781.91211,24196.81836,20781.91211,22609.16406,22609.16406,2.44312E+11
25/07/2022,22607.15625,24572.58008,20776.81641,23336.89648,23336.89648,2.2376E+11
01/08/2022,23336.71875,23578.65039,22485.70117,23175.89063,23175.89063,1.66393E+11
08/08/2022,23179.52734,24974.91406,22771.51953,24319.33398,24319.33398,1.95343E+11
15/08/2022,24318.31641,25135.58984,20856.73047,21534.12109,21534.12109,2.08764E+11
22/08/2022,21531.46289,21804.9082,19616.81445,19616.81445,19616.81445,2.23346E+11
29/08/2022,19615.1543,20542.64453,19600.78516,19986.71289,19986.71289,2.08511E+11
05/09/2022,19988.78906,21770.55273,18644.4668,21769.25586,21769.25586,2.59529E+11
12/09/2022,21770.14844,22673.82031,19387.49219,19419.50586,19419.50586,2.619E+11
19/09/2022,19418.57227,19674.63086,18290.31445,18802.09766,18802.09766,2.52874E+11
26/09/2022,18803.90039,20338.45508,18553.29688,19044.10742,19044.10742,2.8029E+11
03/10/2022,19044.06836,20408.39258,19025.22656,19446.42578,19446.42578,1.96809E+11
10/10/2022,19446.41602,19889.14648,18319.82227,19268.09375,19268.09375,1.9794E+11
17/10/2022,19268.5625,19666.99414,18770.9707,19567.00781,19567.00781,1.75664E+11
24/10/2022,19567.76953,20988.39453,19206.32422,20635.60352,20635.60352,3.02336E+11
31/10/2022,20633.69531,21446.88672,20086.24023,20926.48633,20926.48633,3.2127E+11
07/11/2022,20924.62109,21053.24609,15682.69238,16353.36523,16353.36523,4.71409E+11
14/11/2022,16352.02832,17109.32422,15872.94141,16291.83203,16291.83203,2.12306E+11
21/11/2022,16291.22363,16771.47461,15599.04688,16444.62695,16444.62695,1.84366E+11
28/11/2022,16440.22266,17197.49805,16054.53027,17130.48633,17130.48633,1.56326E+11
05/12/2022,17128.89453,17378.15234,16750.55859,17104.19336,17104.19336,1.29429E+11
12/12/2022,17102.5,18318.53125,16584.70117,16795.0918,16795.0918,1.31246E+11
18/12/2022,16793.91797,16810.25781,16698.48438,16776.08984,16776.08984,11036591104
