Date,HINDUNILVRNS_z_norm,UL_z_norm,RYTO_z_norm,^NSEBANK_z_norm,HSBC_z_norm
24/05/2019,-0.882847483,1.134899115,-0.571258882,0.112124873,0.902981129
28/05/2019,-0.817782646,0.986571483,-0.56394075,0.177629953,0.838867954
29/05/2019,-0.808368893,0.971523873,-0.627505949,0.126233936,0.838867954
30/05/2019,-0.800265633,1.081155932,-0.630707581,0.167294507,0.799526632
31/05/2019,-0.790136557,0.913483753,-0.676895523,0.139807467,0.723756864
03/06/2019,-0.668111388,1.044613455,-0.667749261,0.187106823,0.733957339
04/06/2019,-0.725549536,1.014518235,-0.608756392,0.176125619,0.784955254
06/06/2019,-0.67275881,1.164992484,-0.60235473,0.05175332,0.783497861
07/06/2019,-0.689441902,1.261726327,-0.601897698,0.087306523,0.824297212
10/06/2019,-0.637605563,1.205833749,-0.596410502,0.081773258,0.850525184
11/06/2019,-0.667872947,1.287520907,-0.599153899,0.12111701,0.866552681
12/06/2019,-0.650475154,1.397152966,-0.641226144,0.070162897,0.789327432
13/06/2019,-0.654288032,1.296119409,-0.610586125,0.071930846,0.764554941
14/06/2019,-0.708031589,1.278922405,-0.586807207,0.010437434,0.722300746
17/06/2019,-0.719709597,1.248828111,-0.58131961,-0.047545645,0.704815219
18/06/2019,-0.739849151,1.220884136,-0.504034617,-0.034329024,0.792240943
19/06/2019,-0.734844379,1.253127825,-0.511810183,-0.032442216,0.818468915
20/06/2019,-0.719600649,1.197237098,-0.500834187,0.03878305,0.851982577
21/06/2019,-0.811780842,1.218732891,-0.520497408,0.012817276,0.771841267
24/06/2019,-0.817062342,1.347710422,-0.520955242,0.008346772,0.766012971
25/06/2019,-0.836266809,1.250976579,-0.559368822,0.049994004,0.754356377
26/06/2019,-0.825343967,1.096202616,-0.578117577,0.103591241,0.780583712
27/06/2019,-0.793176836,1.076857144,-0.590921702,0.121805597,0.81701216
28/06/2019,-0.761490012,1.141345446,-0.563027487,0.093876321,0.865096563
02/07/2019,-0.757648807,1.373505002,-0.528272172,0.124151574,0.914637722
03/07/2019,-0.768451495,1.534729925,-0.492602391,0.140980455,0.91755187
05/07/2019,-0.75236824,1.420799078,-0.488944528,0.156874399,0.914637722
08/07/2019,-0.843228291,1.470239771,-0.513180479,0.008652552,0.875296401
09/07/2019,-0.875154802,1.34126224,-0.496718891,0.002754077,0.879667305
10/07/2019,-0.927126548,1.293970015,-0.512723446,-0.005244024,0.851982577
11/07/2019,-0.897600012,1.306869157,-0.527357706,0.027810478,0.859267629
12/07/2019,-0.940089524,1.293970015,-0.551137025,0.008244513,0.849068429
15/07/2019,-0.931086973,1.328364024,-0.55479529,-0.01818873,0.859267629
16/07/2019,-0.872634051,1.395002646,-0.547021328,0.003034625,0.830126146
17/07/2019,-0.826064271,1.384251973,-0.551137025,0.031031631,0.79078355
18/07/2019,-0.877795085,1.429398506,-0.543362662,-0.02079799,0.819925671
19/07/2019,-0.92280566,1.225180147,-0.524613507,-0.133033029,0.806812322
22/07/2019,-1.018106754,1.319765522,-0.533302335,-0.21554561,0.819925671
23/07/2019,-0.987740071,1.285370588,-0.497632956,-0.242208272,0.851982577
24/07/2019,-0.903000733,1.197237098,-0.471773738,-0.272100718,0.770384512
25/07/2019,-0.88379689,0.90918589,-0.496709269,-0.256665611,0.74415654
26/07/2019,-0.89819985,0.922084106,-0.484241904,-0.208686301,0.764554941
29/07/2019,-0.939848593,1.031714313,-0.484241904,-0.213684035,0.698986285
30/07/2019,-0.924005647,0.947879612,-0.51287138,-0.299409469,0.668388046
31/07/2019,-0.907801928,0.743664957,-0.509638878,-0.285062356,0.63487311
01/08/2019,-0.896639711,0.806003865,-0.573824278,-0.371544108,0.570761209
02/08/2019,-0.881876599,0.689922699,-0.602915196,-0.399133406,0.518306539
06/08/2019,-0.865912876,0.481407403,-0.657865734,-0.430215774,0.36676764
07/08/2019,-0.786335196,0.586741599,-0.643550595,-0.484620458,0.35948195
08/08/2019,-0.724281378,0.621185594,-0.620462437,-0.415197339,0.371139181
09/08/2019,-0.63246196,0.571357047,-0.65463283,-0.360554272,0.28808436
13/08/2019,-0.672310254,0.707841722,-0.671719029,-0.480022463,0.175887419
14/08/2019,-0.637982835,0.701340776,-0.758530343,-0.430708807,0.028719423
16/08/2019,-0.662948174,1.047963437,-0.716510617,-0.39708491,0.120332205
19/08/2019,-0.681551869,1.212604988,-0.683263108,-0.402337627,0.185348683
20/08/2019,-0.627540611,1.158448033,-0.734981143,-0.436955892,0.127720492
21/08/2019,-0.611696732,1.219105008,-0.70865928,-0.48173065,0.141018325
22/08/2019,-0.558645464,1.188777446,-0.734520102,-0.598147677,0.13215289
23/08/2019,-0.587691694,1.054461605,-0.815327853,-0.610990124,0.047928396
26/08/2019,-0.547962931,1.143282863,-0.802398244,-0.442242474,0.043495678
27/08/2019,-0.584330795,1.329589604,-0.800551271,-0.412528317,0.037586132
28/08/2019,-0.664268627,1.388082375,-0.783004432,-0.467239114,0.033153096
29/08/2019,-0.652625793,1.459573333,-0.731286397,-0.552080739,0.096689559
30/08/2019,-0.535120109,1.507234898,-0.723897705,-0.531231559,0.087824444
03/09/2019,-0.63126135,1.752033484,-0.730824553,-0.633853604,0.084870148
04/09/2019,-0.619858824,1.864687838,-0.733133369,-0.582908124,0.208989417
05/09/2019,-0.660307268,1.628551625,-0.672641513,-0.617611383,0.220811058
06/09/2019,-0.685752602,1.656714057,-0.661098236,-0.561820893,0.235586994
09/09/2019,-0.64998551,1.407580582,-0.647245341,-0.518176294,0.316856238
11/09/2019,-0.67339071,1.151948939,-0.555353751,-0.472016062,0.486783012
12/09/2019,-0.718760502,1.180110445,-0.51148585,-0.464825407,0.507470088
13/09/2019,-0.718400662,1.065293737,-0.462077433,-0.417186074,0.566575108
16/09/2019,-0.692594242,0.915813652,-0.455612428,-0.458620819,0.455753354
17/09/2019,-0.656827149,1.130282824,-0.432523468,-0.581565147,0.442455203
18/09/2019,-0.661628344,1.143282863,-0.414052541,-0.574612542,0.427677992
19/09/2019,-0.701116487,1.134618639,-0.386347954,-0.645157853,0.432111346
20/09/2019,-0.324233935,0.811827224,-0.336938735,-0.267119916,0.421768127
23/09/2019,-0.156196489,0.894148462,-0.364644524,0.002252412,0.41437984
24/09/2019,-0.130511469,1.026297322,-0.389118212,-0.062870193,0.384826693
25/09/2019,-0.127990406,0.861653919,-0.364182681,-0.164361747,0.395170549
26/09/2019,-0.169039,0.967805477,-0.360026893,-0.093553153,0.412902055
27/09/2019,-0.2254521,0.913648521,-0.360488335,-0.114963097,0.418812557
30/09/2019,-0.294947396,0.83998873,-0.35956545,-0.246449357,0.438021848
01/10/2019,-0.274902472,0.868152087,-0.393736245,-0.310645656,0.377439043
03/10/2019,-0.342717475,0.690508645,-0.465309935,-0.363580203,0.302079027
04/10/2019,-0.385567449,0.749002341,-0.434371242,-0.479554994,0.281393226
07/10/2019,-0.395529367,0.751167471,-0.446377566,-0.473486198,0.274006213
09/10/2019,-0.376445678,0.71433989,-0.450994395,-0.300386904,0.240020349
10/10/2019,-0.326633909,0.664513195,-0.438527432,-0.431686243,0.310421916
11/10/2019,-0.240455209,0.634184707,-0.412205969,-0.426747938,0.50514922
15/10/2019,-0.097024197,0.46520734,-0.380344793,-0.339611797,0.565064823
16/10/2019,-0.081180318,0.686177458,-0.373879788,-0.342382413,0.57405261
17/10/2019,-0.002323253,0.813994205,-0.398353476,-0.265777271,0.605508588
18/10/2019,0.00487885,0.835657543,-0.383577295,-0.243542617,0.584537936
22/10/2019,0.054089536,0.638516819,-0.368800714,-0.194092837,0.656437043
23/10/2019,0.094869183,0.623352575,-0.366468244,-0.185857018,0.678906509
24/10/2019,0.095111048,0.764168436,-0.387919905,-0.24563361,0.693885728
25/10/2019,0.123463433,0.671011363,-0.378127383,-0.196676865,0.702873515
29/10/2019,0.159900402,0.658014101,-0.377194075,-0.11557499,0.470698162
30/10/2019,0.182099389,0.852987843,-0.355743216,-0.096119916,0.464706729
31/10/2019,0.196458148,0.94073533,-0.367867806,-0.082733306,0.44373544
01/11/2019,0.206107851,0.862155629,-0.348748614,-0.03780516,0.485676744
04/11/2019,0.154952906,0.694080786,-0.314706511,-0.037371888,0.553081958
05/11/2019,0.188735272,0.794490444,-0.290456929,-0.056623108,0.539601552
06/11/2019,0.20635065,1.001853287,-0.281130259,0.009629988,0.550086878
07/11/2019,0.106934114,0.844693885,-0.264342735,0.013633354,0.541098454
08/11/2019,-0.018179894,0.907994559,-0.265274841,0.033394541,0.51114129
11/11/2019,-0.030364979,0.81631855,-0.276466925,0.095635969,0.431751937
13/11/2019,-0.007079623,0.851242965,-0.276466925,-0.001937544,0.310421916
14/11/2019,-0.060045599,0.763929615,-0.27320275,0.033487835,0.296940873
15/11/2019,-0.087433014,0.704996227,-0.248021464,0.077421614,0.326898675
18/11/2019,-0.091053209,0.731188844,-0.248487316,0.074650665,0.361351007
19/11/2019,-0.135572894,0.702813509,-0.245689797,0.116153473,0.391308171
20/11/2019,-0.162718755,0.652609143,-0.246621902,0.136144078,0.340379717
21/11/2019,-0.109270916,0.521641432,-0.231699391,0.135481055,0.301434129
22/11/2019,-0.158254989,0.526006868,-0.227501909,0.094964315,0.35386076
25/11/2019,-0.076092434,0.606770213,-0.222372722,0.170490427,0.413777001
26/11/2019,-0.085864159,0.687532632,-0.256881079,0.198104959,0.404789214
27/11/2019,-0.001650886,0.707178945,-0.248487316,0.224895111,0.418270894
29/11/2019,-0.141484738,0.80540496,-0.25175149,0.236819885,0.364345449
02/12/2019,-0.122421905,0.759565104,-0.282996074,0.224130162,0.296940873
03/12/2019,-0.158014058,0.739921567,-0.32403318,0.180256145,0.225041129
04/12/2019,-0.110839771,0.811952188,-0.428024505,0.242463709,0.246011782
05/12/2019,-0.136296933,0.777027774,-0.436884119,0.197186953,0.231032562
06/12/2019,-0.163804814,0.875252863,-0.426159091,0.134053416,0.305928022
09/12/2019,-0.206997509,0.964748931,-0.451340377,0.129820631,0.299937227
10/12/2019,-0.165494134,0.907994559,-0.473724946,0.103251264,0.281961016
11/12/2019,-0.201448307,0.835963013,-0.484916228,0.119638241,0.349367504
12/12/2019,-0.208928072,0.80540496,-0.483984122,0.18911249,0.464706729
13/12/2019,-0.211703451,1.121905556,-0.433154494,0.248404681,0.539601552
16/12/2019,-0.287592143,1.333635686,-0.435019106,0.241596501,0.612998198
17/12/2019,-0.319925809,0.104732104,-0.437350373,0.269823258,0.611500659
18/12/2019,-0.399072676,0.021788818,-0.477455774,0.287502082,0.629474957
19/12/2019,-0.344659555,0.170216422,-0.480252893,0.287025981,0.607006765
20/12/2019,-0.363963631,0.207323554,-0.453206593,0.31141936,0.608505579
23/12/2019,-0.346348565,0.229150735,-0.494710353,0.303684874,0.592027546
24/12/2019,-0.356000758,0.19422632,-0.498906232,0.29370667,0.578546503
27/12/2019,-0.3475554,0.412502753,-0.49704162,0.316077117,0.624981701
30/12/2019,-0.378079591,0.327375824,-0.510565371,0.306311398,0.621985985
31/12/2019,-0.41246522,0.298998638,-0.530617069,0.273461082,0.638462744
02/01/2020,-0.376149339,0.266258793,-0.493310791,0.321431761,0.680404049
03/01/2020,-0.401726967,0.248795197,-0.511031223,0.25775406,0.589032467
06/01/2020,-0.430683548,0.261891505,-0.510098717,0.116306529,0.569559991
07/01/2020,-0.418015044,0.061077743,-0.508232902,0.143887196,0.526120509
08/01/2020,-0.397141802,0.008690658,-0.469993315,0.139509987,0.512639467
09/01/2020,-0.383387862,0.087270359,-0.452273685,0.261689365,0.550086878
10/01/2020,-0.337661964,0.096001231,-0.45833578,0.262539308,0.496161433
13/01/2020,-0.239090866,0.152753752,-0.439216589,0.276180901,0.553081958
14/01/2020,-0.205429276,0.115645694,-0.423360368,0.258162099,0.53211258
15/01/2020,-0.174421978,0.218237144,-0.40470743,0.216217387,0.527618049
16/01/2020,-0.107823771,0.250978841,-0.372064487,0.22114706,0.568061177
17/01/2020,-0.081159462,0.336106696,-0.353411147,0.176397534,0.590529369
21/01/2020,-0.09298315,0.449609885,-0.342220266,0.067077868,0.464706729
22/01/2020,-0.101911305,0.416868189,-0.345018187,0.025243383,0.485676744
23/01/2020,-0.0893642,0.416868189,-0.317971086,0.076682229,0.433249476
24/01/2020,-0.048825796,0.74646787,-0.341046415,0.117088411,0.403291674
27/01/2020,-0.078625325,0.554384054,-0.3608267,0.048353546,0.252002577
28/01/2020,-0.080435111,0.689716275,-0.344343062,0.035434405,0.28495737
29/01/2020,-0.047619272,0.414686397,-0.34057535,0.055085032,0.280464114
30/01/2020,-0.086467733,0.883981884,-0.351877683,0.016055693,0.331392568
31/01/2020,-0.144018252,0.866522917,-0.397087816,0.047707456,0.219049696
03/02/2020,0.205143503,0.886166453,-0.388610666,-0.09004282,0.184597364
04/02/2020,0.148800441,0.855608401,-0.309493133,0.02273605,0.256497745
05/02/2020,0.160141022,0.969113442,-0.285476077,0.076324988,0.322405419
06/02/2020,0.150730693,1.126270066,-0.253451731,0.127678839,0.340379717
07/02/2020,0.159296206,1.056423089,-0.271818824,0.110322728,0.370337519
10/02/2020,0.157727662,1.060787599,-0.263341674,0.085878552,0.391308171
11/02/2020,0.141682073,1.104443812,-0.246859238,0.127092179,0.512639467
12/02/2020,0.401562283,1.054241297,-0.233202387,0.159781139,0.565064823
13/02/2020,0.457181305,1.032412265,-0.221428188,0.115133541,0.506647397
14/02/2020,0.388773001,0.999670569,-0.221899653,0.047911642,0.466204269
18/02/2020,0.338943801,1.03896227,-0.243091527,0.001623586,0.148647492
19/02/2020,0.478295479,0.905811841,-0.247329902,0.048489338,0.210061273
20/02/2020,0.37236477,0.934843472,-0.236026767,0.066278722,0.201074123
24/02/2020,0.292493864,0.527961873,-0.220957124,-0.016633267,0.100715073
25/02/2020,0.337014483,0.308024797,-0.31985454,-0.02044108,-0.001143109
26/02/2020,0.343287412,0.160667262,-0.425815514,-0.041834091,0.126178982
27/02/2020,0.388532693,-0.138444717,-0.494101377,-0.062207171,0.002712896
28/02/2020,0.195008824,-0.318792027,-0.621255027,-0.238969854,-0.035870734
02/03/2020,0.158089682,0.099087398,-0.504932646,-0.286354204,-0.005004531
03/03/2020,0.175463506,0.123280579,-0.58546297,-0.233887126,-0.190204297
04/03/2020,0.197662804,0.659921896,-0.557207138,-0.322850977,-0.088344522
05/03/2020,0.299372546,0.530161253,-0.622195953,-0.295372238,-0.165510825
06/03/2020,0.229152588,0.398200303,-0.730511847,-0.467723847,-0.23804782
09/03/2020,0.066516487,-0.314394193,-1.114327316,-0.695313152,-0.517391209
11/03/2020,0.147352052,-0.639897806,-1.184025569,-0.691029237,-0.446397955
12/03/2020,-0.09165616,-1.47785326,-1.620114728,-1.118831366,-0.810625394
13/03/2020,-0.146551767,-1.189738181,-1.068645717,-0.915644072,-0.60227494
16/03/2020,-0.366859165,-2.260825139,-1.373342451,-1.266721535,-0.873901859
17/03/2020,-0.216890945,-1.099565452,-1.126099911,-1.427530845,-0.63314178
18/03/2020,-0.410534345,-1.4294669,-1.554654047,-1.695254747,-0.802908604
19/03/2020,-0.616846561,-1.037982812,-1.455757031,-1.779688002,-0.728828825
20/03/2020,-0.101911305,-1.805559031,-1.625295231,-1.739893713,-0.770498661
23/03/2020,-0.541078957,-2.36639538,-1.919630557,-2.317846661,-0.875445599
24/03/2020,-0.159461825,-1.732980416,-1.472239467,-2.285608238,-0.650118144
25/03/2020,-0.013957371,-1.708787236,-1.313534139,-2.052086261,-0.63314178
26/03/2020,0.243630878,-1.218330121,-1.252782496,-1.859514629,-0.566778472
27/03/2020,0.112484561,-1.348092616,-1.43503542,-1.799151708,-0.76123845
30/03/2020,0.218173716,-1.055576926,-1.328603382,-2.000860233,-0.762781871
31/03/2020,0.493617963,-1.057777232,-1.21699084,-1.939392385,-0.893965384
01/04/2020,0.20683189,-1.363487351,-1.411017562,-2.098442379,-1.336902867
03/04/2020,0.145179935,-1.227128567,-1.45669916,-2.261469842,-1.461912693
07/04/2020,0.846881154,-1.070972586,-1.287632425,-1.953246464,-1.265908976
08/04/2020,0.885369152,-0.906019085,-1.205688908,-1.972973786,-1.202632511
09/04/2020,0.671576548,-0.802651927,-1.166130343,-1.808569148,-1.086882577
13/04/2020,0.609321642,-0.820246042,-1.266911615,-1.880916273,-1.136268884
15/04/2020,0.949796797,-0.741068361,-1.306941245,-1.95417277,-1.289059345
16/04/2020,0.825648071,-0.681686026,-1.383703056,-1.895875278,-1.318382445
17/04/2020,0.702342916,-0.547526623,-1.202862523,-1.678043391,-1.210349301
20/04/2020,0.585433957,-0.393570022,-1.233945542,-1.705037398,-1.27825603
21/04/2020,0.539223706,-0.576117637,-1.378993216,-1.89428595,-1.407895803
22/04/2020,0.705117672,-0.536528797,-1.362295495,-1.844564255,-1.363139442
23/04/2020,0.53946526,-0.846637676,-1.397600451,-1.748333719,-1.356966074
24/04/2020,0.456457889,-0.835640776,-1.352753539,-1.864146821,-1.361596339
27/04/2020,0.546583629,-0.851037362,-1.269262526,-1.780087409,-1.231955929
28/04/2020,0.472986897,-0.96980018,-1.212965747,-1.679802708,-1.222696037
29/04/2020,0.332550716,-0.824644802,-1.107528356,-1.60856051,-1.114662574
30/04/2020,0.243872432,-0.771860607,-1.236820437,-1.533034398,-1.245846087
04/05/2020,-0.027228826,-0.972000486,-1.26019845,-1.837441662,-1.395549385
05/05/2020,-0.126523963,-1.048978786,-1.272603273,-1.917676329,-1.375486178
06/05/2020,-0.202050946,-1.231526401,-1.285006894,-1.845804974,-1.386289174
07/05/2020,-0.245847526,-1.062175992,-1.305998315,-1.880270183,-1.326099234
08/05/2020,-0.010820283,-0.769659376,-1.250656093,-1.903881679,-1.261279348
11/05/2020,-0.110839771,-0.699281992,-1.190543093,-1.972285199,-1.282885977
12/05/2020,-0.198793082,-0.769659376,-1.272125394,-1.987184775,-1.35387955
13/05/2020,-0.236919371,-0.791655027,-1.386150184,-1.855936566,-1.404809278
14/05/2020,-0.212065159,-0.868189008,-1.355616406,-1.952226532,-1.429502432
15/05/2020,-0.149206058,-0.819386099,-1.379471096,-1.992097515,-1.461912693
19/05/2020,-0.28566158,-0.939179182,-1.327467616,-2.221191153,-1.373943075
20/05/2020,-0.248742748,-0.770578561,-1.218691081,-2.161023785,-1.338446289
21/05/2020,-0.296881695,-0.901466665,-1.329853005,-2.178889531,-1.451109379
22/05/2020,-0.255861117,-0.916994695,-1.397123774,-2.256438243,-1.671806569
26/05/2020,-0.280232221,-0.848225192,-1.122318167,-2.228993701,-1.542166159
27/05/2020,-0.231248459,-0.590885696,-0.920985341,-2.013073855,-1.486606484
28/05/2020,-0.20265452,-0.286963036,-0.964878098,-1.935006544,-1.576119843
29/05/2020,-0.08827783,-0.189353515,-1.060296456,-1.913341617,-1.659459514
01/06/2020,0.035267945,-0.113925703,-0.968695121,-1.800698539,-1.540623056
02/06/2020,0.032493189,-0.056245666,-0.85466993,-1.703754182,-1.48969269
03/06/2020,0.064104061,0.174470778,-0.820319128,-1.633973821,-1.318382445
04/06/2020,0.064344681,0.181125384,-0.794078248,-1.727510103,-1.335359764
05/06/2020,-0.015284361,0.298702425,-0.703908949,-1.618028748,-1.119292521
08/06/2020,0.042867865,0.360817323,-0.738736427,-1.592046041,-1.100772735
09/06/2020,0.030321072,0.154503259,-0.806959749,-1.670657183,-1.242758925
10/06/2020,0.061931632,0.323104805,-0.873753842,-1.606877556,-1.313752498
11/06/2020,0.031286664,-0.042936455,-1.0335797,-1.704612426,-1.586923157
12/06/2020,0.03213148,-0.034063956,-0.963923943,-1.682615822,-1.515929584
15/06/2020,-0.023246922,0.025833974,-0.962969787,-1.808688007,-1.540623056
16/06/2020,-0.042430221,0.307575849,-0.897131052,-1.743446544,-1.491236431
17/06/2020,-0.037845367,0.471737907,-0.920031587,-1.759586838,-1.52673258
18/06/2020,-0.068973754,0.431806571,-0.885203708,-1.631321731,-1.559142842
19/06/2020,0.031606972,0.547164793,-0.915737887,-1.566420245,-1.503582848
22/06/2020,0.051164431,0.509452276,-0.928142309,-1.503481929,-1.562229685
23/06/2020,0.185149318,0.511670169,-0.90428762,-1.408874585,-1.491236431
24/06/2020,0.12283309,0.309793743,-0.946748342,-1.551342048,-1.586923157
25/06/2020,0.226935646,0.358600355,-0.877092985,-1.537853511,-1.503582848
26/06/2020,0.180897845,0.274299119,-0.971080109,-1.523251415,-1.611616629
29/06/2020,0.250744889,0.081296117,-0.922894053,-1.562867415,-1.576119843
30/06/2020,0.243577961,-0.005223938,-0.927665232,-1.560971974,-1.616246257
02/07/2020,0.174944912,0.170032214,-0.896176897,-1.461860262,-1.472716008
06/07/2020,0.198875554,0.030271612,-0.865643119,-1.420085539,-1.259736245
07/07/2020,0.180776446,-0.069555803,-0.910489631,-1.347151754,-1.420242858
08/07/2020,0.258276638,-0.069555803,-0.933866841,-1.354520698,-1.498952902
09/07/2020,0.233495577,-0.264777624,-0.967741367,-1.299691042,-1.586923157
10/07/2020,0.34998991,-0.153857039,-0.881386685,-1.386172793,-1.531363163
13/07/2020,0.450691102,-0.031844212,-0.864212286,-1.438733167,-1.529819742
14/07/2020,0.37659134,0.021397262,-0.797896073,-1.557223923,-1.52055953
15/07/2020,0.474741898,0.070203874,-0.752572484,-1.565969708,-1.471172905
16/07/2020,0.505597914,0.056892811,-0.753526238,-1.522384539,-1.495866377
17/07/2020,0.619052901,0.176689597,-0.74875506,-1.45954815,-1.573032999
20/07/2020,0.610306535,0.081296117,-0.792648218,-1.399193861,-1.569946793
21/07/2020,0.578846011,0.145629834,-0.756389106,-1.320973495,-1.488149587
22/07/2020,0.409997368,0.209964476,-0.771179318,-1.303872698,-1.58074947
23/07/2020,0.319742136,1.057401517,-0.784537495,-1.26965384,-1.613159732
24/07/2020,0.314761021,1.16388724,-0.79949729,-1.341363506,-1.630136414
27/07/2020,0.344401175,1.361326954,-0.814939375,-1.479615449,-1.71810667
28/07/2020,0.39554149,1.403476183,-0.858853781,-1.43602198,-1.705759934
29/07/2020,0.368209795,1.631974735,-0.830381059,-1.44088359,-1.579206367
30/07/2020,0.304286424,1.450063051,-0.822660418,-1.513936234,-1.704216512
31/07/2020,0.339175394,1.237094381,-0.863195991,-1.515091958,-1.721193194
04/08/2020,0.309653527,1.518834406,-0.858853781,-1.540513901,-1.835400025
05/08/2020,0.301723338,1.39238394,-0.795636569,-1.537207753,-1.849290183
06/08/2020,0.364915822,1.327330056,-0.757513646,-1.514658686,-1.917197231
07/08/2020,0.340762303,1.164133467,-0.718424942,-1.495721878,-1.92337028
10/08/2020,0.331489872,1.13730677,-0.678370856,-1.470861031,-1.86935339
11/08/2020,0.341005724,0.960697295,-0.609363764,-1.415283358,-1.745886667
12/08/2020,0.303065581,1.273676662,-0.591025937,-1.409027641,-1.6486562
13/08/2020,0.311727279,1.213316825,-0.609846454,-1.420527443,-1.769036717
14/08/2020,0.25134068,1.108245518,-0.619014766,-1.508402969,-1.77829661
17/08/2020,0.305383377,1.177548204,-0.636387613,-1.504756844,-1.790643027
18/08/2020,0.350032866,1.244614484,-0.625770829,-1.424904652,-1.838486868
19/08/2020,0.299406164,1.244614484,-0.607915693,-1.405304822,-1.829226657
20/08/2020,0.280130415,1.249086371,-0.59681702,-1.453998285,-1.864723443
21/08/2020,0.320023534,1.135072215,-0.59681702,-1.40297611,-1.877070179
24/08/2020,0.301357895,1.296031471,-0.547594222,-1.312304071,-1.782926875
25/08/2020,0.264028484,1.273676662,-0.500302586,-1.268251433,-1.812250293
26/08/2020,0.273056248,1.300502433,-0.428881641,-1.213506771,-1.849290183
27/08/2020,0.244874756,1.322859094,-0.404753534,-1.181863308,-1.875526758
28/08/2020,0.197785449,1.266971145,-0.444807218,-1.024887044,-1.815336499
31/08/2020,0.113367042,1.139545028,-0.528774106,-1.155685048,-1.878613283
01/09/2020,0.221452747,1.152956988,-0.543251612,-1.145885134,-1.93880386
02/09/2020,0.172655753,1.439107806,-0.53794322,-1.135252208,-1.909480441
03/09/2020,0.166555273,1.186491054,-0.600677742,-1.193677523,-1.966583538
04/09/2020,0.131177593,1.045649274,-0.645556727,-1.281961088,-1.918740015
08/09/2020,0.174119395,1.159662505,-0.675475916,-1.327365003,-1.995906638
09/09/2020,0.14972121,1.705140221,-0.617084806,-1.408517675,-1.943433487
10/09/2020,0.153746693,1.477111908,-0.669684834,-1.374656059,-2.020600428
11/09/2020,0.215597556,1.676078043,-0.632527292,-1.372318714,-2.026773796
14/09/2020,0.128372019,1.626895611,-0.599229269,-1.436693302,-2.031403743
15/09/2020,0.130689504,1.785621238,-0.586683327,-1.374749353,-2.020600428
16/09/2020,0.177169947,1.729731437,-0.657138491,-1.356407506,-2.069987054
17/09/2020,0.139839291,1.785621238,-0.663894152,-1.399448844,-2.108570365
18/09/2020,0.067863398,1.434638695,-0.715046109,-1.448626376,-2.171847467
21/09/2020,-0.080724291,1.211081344,-0.76909541,-1.56154137,-2.340071188
22/09/2020,-0.107562607,1.34745031,-0.770543081,-1.600247996,-2.38482723
23/09/2020,-0.044736501,1.33403835,-0.803840301,-1.593550375,-2.374023916
24/09/2020,-0.024364109,1.365335083,-0.776816052,-1.716222787,-2.378654499
25/09/2020,0.019920248,1.416752996,-0.762338947,-1.626893725,-2.421867438
28/09/2020,-0.018508295,1.620189168,-0.710703498,-1.510765878,-2.136350681
29/09/2020,-0.09194783,1.660428751,-0.790328177,-1.553976873,-2.222777833
30/09/2020,-0.006430291,1.609011763,-0.810596364,-1.547092331,-2.19499688
01/10/2020,0.058835323,1.662664232,-0.807217531,-1.412087438,-2.205800513
05/10/2020,0.097995375,1.890691619,-0.712634661,-1.390847483,-2.136350681
06/10/2020,0.109828402,1.620189168,-0.706843578,-1.308785438,-2.131720734
07/10/2020,0.167042739,1.689490929,-0.608881475,-1.289899427,-2.073073579
08/10/2020,0.219378372,1.729731437,-0.606950713,-1.251388687,-2.080790687
09/10/2020,0.167775494,1.930932128,-0.624322758,-1.139969394,-2.110114105
13/10/2020,0.164237477,1.946580494,-0.626736611,-1.200247653,-2.16567378
14/10/2020,0.212913071,2.002470295,-0.637352994,-1.135235275,-2.249014089
15/10/2020,0.199249713,1.74761621,-0.637835684,-1.27160871,-2.222777833
16/10/2020,0.194370699,1.850452037,-0.62480625,-1.193269484,-2.174933992
19/10/2020,0.260856533,1.635837535,-0.682231979,-1.068582772,-2.154870466
20/10/2020,0.249388327,1.783385757,-0.694295632,-1.060924648,-2.14406747
21/10/2020,0.225112164,1.586655102,-0.654242348,-1.005975801,-2.148697417
22/10/2020,0.264637971,1.584419621,-0.624322758,-1.031627162,-2.103940419
23/10/2020,0.178023479,1.528529821,-0.623347755,-1.03262153,-1.994363535
26/10/2020,0.233895884,1.403340111,-0.710696683,-1.101101743,-2.017513904
27/10/2020,0.25817267,1.454758024,-0.788286765,-0.983120953,-1.895590284
28/10/2020,0.262224301,0.866804319,-0.872220377,-1.074404885,-2.05146695
29/10/2020,0.15847318,0.82735618,-0.789263371,-1.098288298,-1.952693699
30/10/2020,0.033725238,0.63123091,-0.776086804,-1.130773072,-1.978930274
02/11/2020,0.03544413,0.852151968,-0.769743675,-0.962212343,-1.912566966
03/11/2020,-0.00458284,1.111396481,-0.689225778,-0.827870141,-1.738169877
04/11/2020,0.006099382,1.38641988,-0.577476929,-0.812775343,-1.903307073
05/11/2020,0.109974081,1.539711854,-0.624323158,-0.720726462,-1.818423343
06/11/2020,0.089837018,1.668208039,-0.601388147,-0.638137519,-1.77829661
09/11/2020,0.184134543,1.623120749,-0.556005624,-0.513170259,-1.421785961
10/11/2020,0.194080585,1.778666717,-0.471584109,-0.330959306,-1.441849805
11/11/2020,0.180696758,2.010860522,-0.435472931,-0.290332006,-1.310666292
12/11/2020,0.330368638,1.956754478,-0.428153195,-0.386579475,-1.472716008
